Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,sentence_length,Language,predicted_emotion,emotion_final,Sentence_corrected
00:07:50,00:07:51,"Pokazac, ze sie dobrze bawimy,","Show that we are having a good time,",enjoyment,happiness,mild,5,informal,neutral,happiness,"Pokazac, że się dobrze bawimy,"
00:07:51,00:07:52,"ze sie dobrze bawimy,","that we are having a good time,",enjoyment,happiness,mild,4,informal,happiness,happiness,"że się dobrze bawimy,"
00:07:52,00:07:53,"ze sie dobrze bawimy,","that we are having a good time,",enjoyment,happiness,mild,4,informal,happiness,happiness,"że się dobrze bawimy,"
00:07:53,00:07:54,"ze sie dobrze bawimy,","that we are having a good time,",enjoyment,happiness,mild,4,informal,happiness,happiness,"że się dobrze bawimy,"
00:07:54,00:07:55,"ze sie dobrze bawimy,","that we are having a good time,",enjoyment,happiness,mild,4,informal,happiness,happiness,"że się dobrze bawimy,"
00:07:55,00:07:57,"pokazac, ze sie dobrze bawimy",to show that we are having a good time,enjoyment,happiness,mild,5,informal,happiness,happiness,"pokazac, że się dobrze bawimy"
00:07:57,00:07:59,"i ze dajemy czadu wszedzie, gdzie jestesmy,","and that we rock everywhere we are,",confidence,happiness,moderate,7,informal,neutral,happiness,"i że dajemy czadu wszędzie, gdzie jesteśmy,"
00:07:59,00:08:00,ze ekipa nie spi.,that the crew is not sleeping.,alertness,neutral,neutral,4,informal,sadness,neutral,że ekipą nie spi.
00:08:04,00:08:06,W ogole byl calkiem taki mily i fajny dzien.,"Overall, it was quite a nice and pleasant day.",contentment,happiness,mild,9,informal,happiness,happiness,W ogóle byl calkiem taki mily i fajny dzien.
00:08:06,00:08:08,Taki po prostu bylismy ekipa.,We were just a team like that.,nostalgia,happiness,mild,5,informal,neutral,happiness,Taki po prostu bylismy ekipą.
00:08:14,00:08:16,Wjechalismy do klubu juz tez na pewnej glowie.,We entered the club already also on a certain head.,anticipation,happiness,mild,8,informal,neutral,happiness,wjechaliśmy do klubu już tez na pewnej glowie.
00:08:18,00:08:20,"Widac bylo zainteresowanie ludzi,","You could see people's interest,",curiosity,happiness,mild,4,informal,neutral,happiness,"Widac było zainteresowanie ludzi,"
00:08:20,00:08:22,"kto to jest, kto przyjezdza limuzyna.","Who is it, who is arriving in a limousine.",curiosity,surprise,mild,6,informal,surprise,surprise,"kto to jest, kto przyjezdza limuzyna."
00:08:22,00:08:24,Po wejsciu do klubu sie czulem tak,After entering the club I felt like this,uncertainty,neutral,mild,7,informal,happiness,neutral,Po wejsciu do klubu się czułem tak
00:08:24,00:08:25,"wow, wchodzimy na VIP-a,","wow, we're going into the VIP area,",excitement,happiness,moderate,4,informal,surprise,surprise,"wow, wchodzimy na VIP-a,"
00:08:25,00:08:27,"do nas do WIB-lozy,","to us to the WIB-lodge,",invitation,neutral,neutral,4,informal,neutral,neutral,"do nas do WIB-lozy,"
00:08:27,00:08:28,"ochroniarze nas przepuszczaja,","the security guards are letting us through,",relief,happiness,mild,3,informal,neutral,happiness,"ochroniarze nas przepuszczaja,"
00:08:28,00:08:29,"wszyscy mowia,","everyone says,",expectation,neutral,neutral,2,informal,neutral,neutral,"wszyscy mowia,"
00:08:29,00:08:30,Locusz odjdzie.,Łocusz will leave.,resignation,sadness,mild,2,informal,sadness,sadness,Locusz odjdzie.
00:08:35,00:08:36,"Energii, tyle ludzi,","Energy, so many people,",excitement,happiness,moderate,3,informal,neutral,happiness,"Energii, tyle ludzi,"
00:08:36,00:08:38,"po prostu, ze to jest masakra.",just that it's a massacre.,frustration,anger,moderate,6,informal,disgust,anger,"po prostu, że to jest masakra."
00:08:38,00:08:40,"Fani zaskoczyli nas bardzo milo,","The fans surprised us very pleasantly,",gratitude,happiness,moderate,5,informal,surprise,surprise,"Fani zaskoczyli nas bardzo milo,"
00:08:40,00:08:42,przywitali nas cieplo.,they welcomed us warmly.,warmth,happiness,mild,3,informal,happiness,happiness,przywitali nas cieplo.
00:08:45,00:08:47,"Zdjecia, artografy,","Photos, autographs,",anticipation,happiness,mild,2,informal,neutral,happiness,"Zdjecia, artografy,"
00:08:47,00:08:49,dziewczynom dalismy po buziaczku.,We gave each of the girls a little kiss.,affection,happiness,mild,4,informal,disgust,happiness,dziewczynom dalismy po buziaczku.
00:08:50,00:08:52,"Wskoczylismy za DJ-ke,","We jumped behind the DJ booth,",excitement,happiness,moderate,3,informal,neutral,happiness,"wskoczyliśmy za DJ-ke,"
00:08:52,00:08:54,zaczelismy pozdrawiac wszystkich fanow.,we started greeting all the fans.,warmth,happiness,mild,4,informal,happiness,happiness,zaczelismy pozdrawiac wszystkich fanow.
00:08:55,00:08:57,"Nie czulam jakas sie taka, nie wiem,","I didn't feel somehow, I don't know,",confusion,neutral,mild,7,informal,fear,neutral,"nie czulam jakas się taka, nie wiem,"
00:08:57,00:08:59,jak gwiazda czy cos.,like a star or something.,uncertainty,neutral,mild,4,informal,neutral,neutral,jak gwiazda czy cos.
00:08:59,00:09:01,Po prostu chcialam sie dobrze bawic.,I just wanted to have a good time.,longing,happiness,mild,6,informal,happiness,happiness,Po prostu chcialam się dobrze bawic.
00:09:02,00:09:04,"Klub zajebisty, no to zajebista,","Awesome club, so awesome,",enthusiasm,happiness,moderate,5,informal,happiness,happiness,"Klub zajebisty, no to zajebista,"
00:09:04,00:09:06,takze fajnie.,so cool.,contentment,happiness,mild,2,informal,happiness,happiness,także fajnie.
00:09:08,00:09:09,"Chlopacy klaskali,","The boys were clapping,",approval,happiness,mild,2,informal,neutral,happiness,"Chlopacy klaskali,"
00:09:09,00:09:10,"dziewczyny chcialy buziaki,","the girls wanted kisses,",desire,happiness,mild,3,informal,neutral,happiness,"dziewczyny chcialy buziaki,"
00:09:10,00:09:12,dlatego schylilem sie do nich.,that's why I bent down to them.,explanation,neutral,neutral,5,informal,fear,neutral,dlatego schylilem się do nich.
00:09:12,00:09:13,Wszystkie wycalowaly po policzku.,They all kissed on the cheek.,affection,happiness,mild,4,informal,neutral,happiness,Wszystkie wycalowaly po policzku.
00:09:13,00:09:15,"Nawet jeden gosc juz sie wypchal szybko,","Even one guest already bailed quickly,",disappointment,sadness,mild,7,informal,surprise,sadness,"nawet jeden gosc już się wypchal szybko,"
00:09:15,00:09:17,zeby mnie pocalowac w policzek.,to kiss me on the cheek.,longing,happiness,mild,5,informal,happiness,happiness,żeby mnie pocalowac w policzek.
00:09:18,00:09:20,Bawic sie energii,To play with energy,curiosity,happiness,mild,3,informal,neutral,happiness,Bawic się energii
00:09:20,00:09:22,to jedna wielka przyjemnosc.,it's a great pleasure.,pleasure,happiness,moderate,4,informal,happiness,happiness,to jedną wielka przyjemnosc.
00:09:23,00:09:25,"Fajne bylo tez, ze ludzie tak sie mega podjerali",It was also cool that people got so hyped up,excitement,happiness,moderate,9,informal,happiness,happiness,"Fajne było tez, że ludzie tak się mega podjerali"
00:09:25,00:09:26,tym wszystkim.,all of this.,resignation,sadness,mild,2,informal,neutral,sadness,tym wszystkim.
00:09:26,00:09:27,"Gdy weszlismy w tlum,","When we entered the crowd,",anticipation,surprise,mild,4,informal,fear,surprise,"Gdy weszlismy w tlum,"
00:09:27,00:09:28,doslownie co chwile dziewczyna,literally every moment the girl,irritation,anger,mild,4,informal,neutral,anger,doslownie co chwile dziewczyna
00:09:28,00:09:29,"mnie jakos chwytala za tylek,","she somehow grabbed my butt,",discomfort,disgust,mild,5,informal,disgust,disgust,"mnie jakos chwytala za tylek,"
00:09:29,00:09:30,"albo szczypala,","or she pinched,",annoyance,anger,mild,2,informal,neutral,anger,"albo szczypala,"
00:09:30,00:09:31,albo ktos mnie tutaj klepnal.,or someone slapped me here.,confusion,surprise,mild,5,informal,anger,surprise,albo ktos mnie tutaj klepnal.
00:09:31,00:09:33,Czulem sie jak taka mega gwiazda.,I felt like such a mega star.,pride,happiness,moderate,6,informal,happiness,happiness,czułem się jak taka mega gwiazda.
00:09:33,00:09:34,Dziewczyny to sobie piszczaly.,The girls were squealing to themselves.,excitement,happiness,moderate,4,informal,disgust,happiness,Dziewczyny to sobie piszczaly.
00:09:34,00:09:36,Ale rozgladalem sie tak dookola i...,But I was looking around like this and...,curiosity,neutral,mild,6,informal,surprise,neutral,Ale rozgladalem się tak dookola i...
00:09:38,00:09:39,"Powiedzmy, ze nie widzialem",Let's say I didn't see,evasiveness,neutral,mild,4,informal,surprise,neutral,"Powiedzmy, że nie widziałem"
00:09:39,00:09:41,zbytnio kandydatek do dzialan.,too many candidates for action.,indecision,neutral,neutral,4,informal,neutral,neutral,zbytnio kandydatek do dzialan.
00:09:43,00:09:44,"Bylam z nadzieja,","I was with hope,",hope,happiness,mild,3,informal,happiness,happiness,"Bylam z nadzieja,"
00:09:44,00:09:46,"ze jak jeszcze tanczylam pierwsze piosenki,","that when I was still dancing to the first songs,",nostalgia,sadness,mild,6,informal,disgust,sadness,"że jak jeszcze tanczylam pierwsze piosenki,"
00:09:46,00:09:48,spotkam zajebiste ciacho,I'm going to meet an awesome hottie,anticipation,happiness,moderate,3,informal,happiness,happiness,spotkam zajebiste ciacho
00:09:48,00:09:50,i po prostu pojde z nim w melanz.,and I'll just go party with him.,anticipation,happiness,mild,8,informal,neutral,happiness,i po prostu pojde z nim w melanz.
00:09:52,00:09:53,"Przepraszam, ze to powiem.",I'm sorry to say this.,regret,sadness,mild,4,informal,sadness,sadness,"przepraszam, że to powiem."
00:09:53.710000,00:09:55.710000,Towaru tam dla dziewczyn nie ma.,There is no merchandise there for girls.,disappointment,sadness,mild,6,informal,neutral,sadness,Towaru tam dla dziewczyn nie ma.
00:09:57.710000,00:09:58.710000,Niestety.,Unfortunately.,regret,sadness,mild,1,informal,sadness,sadness,Niestety.
00:09:58.710000,00:10:00.710000,Ja sie bawilam u nas na naszym VIP-ie.,I was having fun with us in our VIP area.,enjoyment,happiness,mild,8,informal,happiness,happiness,Ja się bawilam u nas na naszym VIP-ie.
00:10:00.710000,00:10:03.710000,"Patrzylam po sali i oczywiscie szukalam jakiegos klucza,","I looked around the room and of course I was looking for some kind of key,",curiosity,neutral,mild,8,informal,neutral,neutral,"Patrzylam po sali i oczywiście szukalam jakiegos klucza,"
00:10:03.710000,00:10:05.710000,kluczu zaczepnego w koncu dla mnie.,the key of the latch finally for me.,expectation,happiness,mild,6,informal,happiness,happiness,kluczu zaczepnego w końcu dla mnie.
00:10:05.710000,00:10:08.710000,"Mialam cicha nadzieje, ze w koncu ktos tam bedzie.",I had a quiet hope that finally someone would be there.,hope,happiness,mild,9,informal,neutral,happiness,"Mialam cicha nadzieje, że w końcu ktos tam bedzie."
00:10:13.710000,00:10:14.710000,I zobaczylam.,And I saw.,realization,surprise,mild,2,informal,surprise,surprise,I zobaczylam.
00:10:14.710000,00:10:16.710000,Sliczna blondyneczke.,A pretty blonde girl.,admiration,happiness,mild,2,informal,disgust,happiness,Sliczna blondyneczke.
00:10:24.710000,00:10:26.710000,Zaczelysmy sie bawic.,We started to play.,playfulness,happiness,mild,3,informal,neutral,happiness,Zaczelysmy się bawic.
00:10:26.710000,00:10:27.710000,Pozniej jakos tak duzo.,Later somehow so much.,confusion,surprise,mild,4,informal,neutral,surprise,później jakos tak duzo.
00:10:27.710000,00:10:29.710000,Po prostu dalam im kazdego buziaczka.,I just gave each of them a little kiss.,affection,happiness,mild,6,informal,neutral,happiness,Po prostu dalam im kazdego buziaczka.
00:10:29.710000,00:10:31.710000,"Jednego, drugiego, trzeciego.","One, the second, the third.",indifference,neutral,neutral,3,informal,neutral,neutral,"Jednego, drugiego, trzeciego."
00:10:35.710000,00:10:38.710000,"Nagle czuje, ze ktos sie umadrywa ode mnie.",Suddenly I feel that someone is acting smarter than me.,insecurity,sadness,moderate,8,informal,happiness,sadness,"Nagle czuje, że ktos się umadrywa ode mnie."
00:10:38.710000,00:10:39.710000,Jak my sie calujemy.,How we kiss.,affection,happiness,mild,4,informal,disgust,happiness,jak my się calujemy.
00:10:39.710000,00:10:40.710000,"Ja mowie, kurwa, o co chodzi, nie?","I say, fuck, what's going on, you know?",confusion,surprise,moderate,7,informal,anger,anger,"Ja mowie, kurwa, o co chodzi, nie?"
00:10:40.710000,00:10:43.710000,"Ja patrze, tam jakis koles robi jazde, nie?","I'm looking, there's some guy making a scene over there, right?",curiosity,surprise,mild,8,informal,disgust,surprise,"Ja patrze, tam jakiś koles robi jazde, nie?"
00:10:43.710000,00:10:44.710000,"Ja mowie, to twoj facet?","I say, is that your guy?",curiosity,neutral,mild,5,informal,surprise,neutral,"Ja mowie, to twoj facet?"
00:10:44.710000,00:10:46.710000,"No, no, juz moj byly, nie?","No, no, already my ex, right?",resignation,sadness,mild,6,informal,neutral,neutral,"No, no, już mój byly, nie?"
00:10:46.710000,00:10:48.710000,"A ja kurwa, ja mowie, to chodz tu, nie?","And I fucking, I say, so come here, right?",impatience,anger,moderate,9,informal,anger,anger,"A ja kurwa, ja mowie, to chodz tu, nie?"
00:10:48.710000,00:10:49.710000,I dalej zaczelam.,And then I started.,determination,neutral,neutral,3,informal,neutral,neutral,I dalej zaczelam.
00:10:49.710000,00:10:51.710000,"Wzielam ja na picie, znowu zabawe i tak dalej.","I took her out for drinks, fun again, and so on.",resignation,neutral,mild,9,informal,happiness,happiness,"Wzielam ja na picie, znowu zabawe i tak dalej."
00:10:54.710000,00:10:56.710000,"Po jakims tam czasie przyszedl po nia i powiedzial,","After some time, he came for her and said,",expectation,neutral,neutral,9,informal,disgust,neutral,"Po jakimś tam czasie przyszedl po nią i powiedział,"
00:10:56.710000,00:10:58.710000,"zapytal, czy ona wraca do domu,","he asked if she was coming home,",curiosity,neutral,neutral,6,informal,neutral,neutral,"zapytal, czy ona wraca do domu,"
00:10:58.710000,00:11:00.710000,a chyba musiala z nim po prostu jechac.,and she probably just had to go with him.,resignation,sadness,mild,8,informal,neutral,sadness,a chyba musiala z nim po prostu jechac.
00:11:00.710000,00:11:01.710000,Ale bylo milo.,But it was nice.,nostalgia,happiness,mild,3,informal,happiness,happiness,Ale było milo.
00:11:01.710000,00:11:02.710000,Bylo milo.,It was nice.,contentment,happiness,mild,2,informal,happiness,happiness,było milo.
00:11:02.710000,00:11:06.710000,"I moge z pelnym przekonaniem powiedziec,","And I can say with full conviction,",confidence,happiness,moderate,6,informal,neutral,happiness,"I moge z pelnym przekonaniem powiedzieć,"
00:11:06.710000,00:11:08.710000,ze wyrwamy juz Hongkongske.,that we will already snatch the Hong Kong girl.,anticipation,happiness,mild,4,informal,neutral,happiness,że wyrwamy już Hongkongske.
00:11:08.710000,00:11:11.710000,"W ogole, kurwa, na pewno na tej imprezie.","Anyway, fuck, definitely at this party.",certainty,anger,moderate,8,informal,disgust,anger,"W ogóle, kurwa, na pewno na tej imprezie."
00:11:14.710000,00:11:16.710000,Zabralam ja do limuzyny.,I took her to the limousine.,calm,neutral,neutral,4,informal,neutral,neutral,Zabralam ja do limuzyny.
00:11:16.710000,00:11:18.710000,Na chwileczke pogadalismy.,We talked for a moment.,contentment,happiness,mild,3,informal,neutral,happiness,Na chwileczke pogadalismy.
00:11:18.710000,00:11:21.710000,A pozniej wzielismy sie do domu.,And then we went home.,contentment,happiness,mild,6,informal,neutral,happiness,A później wzielismy się do domu.
00:11:21.710000,00:11:24.710000,A pozniej wzielismy sie do dziela.,And then we got down to work.,determination,neutral,mild,6,informal,neutral,neutral,A później wzielismy się do dziela.
00:11:27.710000,00:11:29.710000,"Dobra, jebac te, kurwy, z Warszawy.","Alright, fuck those whores from Warsaw.",contempt,anger,intense,6,informal,anger,anger,"dobra, jebac te, kurwy, z Warszawy."
00:11:29.710000,00:11:31.710000,"No co, myslalysmy, ze z Malowica ja zabijemy tam.","Well, we thought that with Małowica we would kill her there.",reminiscence,neutral,neutral,9,informal,neutral,neutral,"No co, myslalysmy, że z Malowica ja zabijemy tam."
00:11:31.710000,00:11:33.710000,"Ale cos nam pozniej krzyczala tam,","But then she was shouting something at us there,",annoyance,anger,mild,6,informal,disgust,anger,"Ale cos nam później krzyczala tam,"
00:11:33.710000,00:11:35.710000,"oczywiscie, z daleka, wielki kozak, nie?","of course, from a distance, a big tough guy, right?",sarcasm,disgust,mild,6,informal,neutral,neutral,"oczywiście, z daleka, wielki kozak, nie?"
00:11:35.710000,00:11:37.710000,"Chyba, kurwa, zrobie sledztwo.","Damn, I think I'll do an investigation.",determination,anger,moderate,4,informal,disgust,anger,"Chyba, kurwa, zrobie sledztwo."
00:11:38.710000,00:11:39.710000,"Teraz sobie o tym pomyslam,","Now I thought about it,",reflection,neutral,mild,5,informal,neutral,neutral,"Teraz sobie o tym pomyslam,"
00:11:39.710000,00:11:41.710000,ze to chyba numery telefonow.,that these are probably phone numbers.,uncertainty,neutral,mild,5,informal,neutral,neutral,że to chyba numery telefonow.
00:11:41.710000,00:11:43.710000,"I chyba, no, zapierdole te lisciki","And I guess, well, I'll fucking throw away these notes",frustration,anger,moderate,6,informal,anger,anger,"I chyba, no, zapierdole te lisciki"
